"구명","유형","지역명","설치위치(X좌표)","설치위치(Y좌표)","설치기관(회사)"
"강남구","문화시설","강남도서관","127.0469916","37.5137356","KT"
"강남구","문화시설","강남스포츠문화센터","127.10525","37.4891013","SKT"
"강남구","문화시설","강남청소년수련관","127.0540445","37.52052897","KT"
"강남구","문화시설","개포도서관","127.0637690","37.4829604","KT"
"강남구","문화시설","국기원(역삼동) 1F","127.0300534","37.5022354","SKT"
"강남구","문화시설","논현도서관","127.0372","37.5173333","SKT"
"강남구","문화시설","대치평생학습관","127.0669398","37.50001348","KT"
"강남구","문화시설","도곡정보문화도서관","127.0389239","37.4881818","강남구"
"강남구","문화시설","새벽집","127.0526190","37.5256160","SKT"
"강남구","문화시설","아트스페이스","127.0471830","37.5262850","SKT"
"강남구","문화시설","압구정평생학습관","127.0357833","37.52729298","KT"
"강남구","문화시설","역삼동 문화센터","127.0500818","37.4975477","KT"
"강남구","문화시설","역삼청소년수련관","127.0410313","37.49393789","KT"
"강남구","문화시설","일원청소년독서실","127.0820634","37.4927971","SKT"
"강남구","문화시설","즐거운도서관","127.0578185","37.4997257","SKT"
"강남구","문화시설","청담고","127.0440600","37.5276470","SKT"
"강남구","문화시설","청담초","127.0456630","37.5273600","SKT"
"강남구","문화시설","청담평생학습관","127.0464205","37.519128","KT"
"강남구","문화시설","청담평생학습관","127.0464450","37.5191080","강남구"
"강남구","문화시설","코엑스전시장(몰)","127.0587979","37.5124637","LGU+"
"강남구","문화시설","행복한도서관","127.0642072","37.5022848","강남구"
"강남구","버스승차대","강남역사거리","127.026214","37.497742","KT"
"강남구","버스승차대","강남역사거리","127.029331","37.498251","KT"
"강남구","버스승차대","선릉역","127.050539","37.504728","KT"
"강남구","버스승차대","신사사거리","127.022059","37.517435","KT"
"강남구","버스승차대","코엑스동문.한국무역센타","127.061086","37.511989","KT"
"강남구","보건시설","강남구 보건소","127.0422041","37.51628601","KT"
"강남구","보건시설","보건소","127.0422835","37.5163931","SKT"
"강남구","보건시설","보건소분소","127.1054661","37.4888050","강남구"
"강남구","복지시설","강남구 직업재활센터","127.107019","37.48696465","SKT"
"강남구","복지시설","강남구 청소년상담복지센터","127.0901293","37.483816","KT"
"강남구","복지시설","강남노인종합복지관","127.0516077","37.51698596","LGU+"
"강남구","복지시설","강남장애인복지관","127.0746666","37.49234151","LGU+"
"강남구","복지시설","대치노인복지센터","127.0543227","37.5032219","LGU+"
"강남구","복지시설","성모자애복지관","127.1192729","37.47058113","LGU+"
"강남구","복지시설","압구정노인복지센터","127.0382173","37.5235584","SKT"
"강남구","복지시설","태화기독사회복지관","127.0934479","37.48472679","SKT"
"강남구","복지시설","하상장애인복지관","127.07517","37.49256193","LGU+"
"강남구","전통시장","강남시장","127.020569","37.518774","SKT"
"강남구","전통시장","강남역 지하상가","127.0280696","37.4986144 ","LGU+"
"강남구","전통시장","영동전통시장 ","127.023881","37.509119","SKT"
"강남구","전통시장","청담삼익시장","127.057737","37.522519","SKT"
"강남구","주민센터","강남문화재단","127.0521441","37.5160727","강남구"
"강남구","주민센터","개포1동주민센터","127.0574661","37.4818898","SKT"
"강남구","주민센터","개포2동주민센터","127.0689523","37.4897723","SKT"
"강남구","주민센터","개포4동주민센터","127.0516374","37.4788183","SKT"
"강남구","주민센터","대치1동주민센터","127.0566765","37.4931401","SKT"
"강남구","주민센터","대치2동주민센터","127.0642072","37.5022848","강남구"
"강남구","주민센터","대치4동주민센터","127.0577874","37.4998660","강남구"
"강남구","주민센터","도곡1동주민센터","127.0387883","37.4885147","SKT"
"강남구","주민센터","도곡2동주민센터","127.0464338","37.4837425","SKT"
"강남구","주민센터","삼성2동주민센터","127.0459500","37.5112000","SKT"
"강남구","주민센터","세곡동주민센터","127.1069322","37.4690635","SKT"
"강남구","주민센터","수서동주민센터","127.1049103","37.4889102","SKT"
"강남구","주민센터","역삼1동주민센터","127.0333574","37.4954841","강남구"
"강남구","주민센터","역삼2동주민센터","127.0468034","37.4959674","강남구"
"강남구","주민센터","일원1동주민센터","127.0879629","37.4918390","SKT"
"강남구","주민센터","일원2동주민센터","127.0737224","37.4922048","SKT"
"강남구","주민센터","일원본동 주민센터 인터넷카페","127.0864633","37.4833485","SKT"
"강남구","주민센터","일원본동주민센터","127.0864633","37.4833485","SKT"
"강남구","주민센터","청담동주민센터","127.0493000","37.5251083","SKT"
"강남구","주요거리","GS타워","127.0365098","37.5023604","SKT"
"강남구","주요거리","I타워","127.0470764","37.5035372","SKT"
"강남구","주요거리","LG아트센터","127.0376810","37.5026430","SKT"
"강남구","주요거리","가로수길","127.0226800","37.5176900","SKT"
"강남구","주요거리","가로수길","127.0247900","37.5181610","SKT"
"강남구","주요거리","강남CGV앞","127.0263906","37.5016210","SKT"
"강남구","주요거리","강남대로 648","127.0191464","37.5194649","SKT"
"강남구","주요거리","강남대로102길 15","127.0269926","37.502213","SKT"
"강남구","주요거리","강남대로122길 5","127.0237475","37.5076678","SKT"
"강남구","주요거리","강남대로122길 50","127.0271191","37.5088742","SKT"
"강남구","주요거리","강남대로66길 14","127.0318546","37.4917341","SKT"
"강남구","주요거리","강남역 11번출구","127.0274025","37.4993634","SKT"
"강남구","주요거리","강남역주변","127.0272590","37.4993290","SKT"
"강남구","주요거리","강남역주변","127.0294310","37.4948010","SKT"
"강남구","주요거리","강남파이낸스센터","127.0374260","37.4991554","SKT"
"강남구","주요거리","강남파이낸스센터","127.0375250","37.4992630","SKT"
"강남구","주요거리","개포로 511","127.0690671","37.4897734","SKT"
"강남구","주요거리","개포로 주변","127.052966","37.480757","SKT"
"강남구","주요거리","개포로 주변","127.078284","37.495475","SKT"
"강남구","주요거리","개포로110길 46","127.080134","37.4904527","SKT"
"강남구","주요거리","공무원연금관리공단","127.0422290","37.5043500","SKT"
"강남구","주요거리","공영주차장","127.0266530","37.5218160","SKT"
"강남구","주요거리","과학기술원(국기원)","127.029571","37.50202265","SKT"
"강남구","주요거리","과학기술원(국기원)","127.030154","37.50100337","SKT"
"강남구","주요거리","구룡초 후문","127.0529640","37.4807390","SKT"
"강남구","주요거리","그린공원","127.0696820","37.4961670","SKT"
"강남구","주요거리","남부순환로 주변","127.061956","37.494889","SKT"
"강남구","주요거리","남부순환로378길 29","127.0470625","37.4851142","SKT"
"강남구","주요거리","논현1동","127.0284610","37.5115706","SKT"
"강남구","주요거리","논현1동 162-11","127.025118","37.5085141","SKT"
"강남구","주요거리","논현1동 47-13","127.022462","37.5126379","SKT"
"강남구","주요거리","논현2동","127.0372130","37.5173420","SKT"
"강남구","주요거리","논현동맛의거리","127.0237475","37.5076678","SKT"
"강남구","주요거리","논현로105길 91","127.0270185","37.5042573","SKT"
"강남구","주요거리","논현로123길 19","127.0298608","37.5113394","SKT"
"강남구","주요거리","논현로161길 59","127.0235933","37.5221809","SKT"
"강남구","주요거리","논현로34길 34","127.0447294","37.4847123","SKT"
"강남구","주요거리","논현로주변","127.0276910","37.5230290","SKT"
"강남구","주요거리","논현로주변","127.0285250","37.5232610","SKT"
"강남구","주요거리","단대부고","127.0599260","37.4939680","SKT"
"강남구","주요거리","대진공원","127.0783010","37.4958260","SKT"
"강남구","주요거리","대치4동 894","127.0547593","37.5043924","SKT"
"강남구","주요거리","대치동 212","127.0619263","37.4949274","SKT"
"강남구","주요거리","대치동 449","127.0620157","37.4963374","SKT"
"강남구","주요거리","대치동 501","127.0571673","37.4895627","SKT"
"강남구","주요거리","대치동 78-24","127.068215","37.5041266","SKT"
"강남구","주요거리","대치동 거리","127.050684","37.503111","LGU+"
"강남구","주요거리","대치동 거리","127.051855","37.503561","LGU+"
"강남구","주요거리","대치동 산등성길","127.0517226","37.5037458","SKT"
"강남구","주요거리","대치동 산등성길","127.0527912","37.5038166","SKT"
"강남구","주요거리","대치동 산등성길","127.0547593","37.5043924","SKT"
"강남구","주요거리","도곡로3길 26","127.0330173","37.4919845","SKT"
"강남구","주요거리","도산공원","127.0351050","37.5236490","SKT"
"강남구","주요거리","도산대로 434","127.0433987","37.52315","SKT"
"강남구","주요거리","도산대로17길 45","127.0235479","37.5213835","SKT"
"강남구","주요거리","도산대로1길 62","127.0194442","37.5208045","SKT"
"강남구","주요거리","도산대로주변","127.035678","37.522384","SKT"
"강남구","주요거리","도산대로주변","127.038964","37.52346","SKT"
"강남구","주요거리","도산대로주변","127.0415160","37.5232690","SKT"
"강남구","주요거리","도산대로주변","127.0446400","37.5236650","SKT"
"강남구","주요거리","독설공원","127.0463240","37.4851770","SKT"
"강남구","주요거리","비전빌딩","127.0482740","37.5056320","SKT"
"강남구","주요거리","삼성로 주변","127.057926","37.489359","SKT"
"강남구","주요거리","삼성로 주변","127.06207","37.496308","SKT"
"강남구","주요거리","삼성역7번출구","127.0629830","37.5100330","SKT"
"강남구","주요거리","삼성역8번출구","127.0640200","37.5093540","SKT"
"강남구","주요거리","삼성역주변","127.0606000","37.5074200","SKT"
"강남구","주요거리","삼원가든","127.0329080","37.5243350","SKT"
"강남구","주요거리","서초동 1329-8","127.0293287","37.4932589","SKT"
"강남구","주요거리","선릉로 742","127.042015","37.5206286","SKT"
"강남구","주요거리","선릉로 748","127.0406456","37.5214262","SKT"
"강남구","주요거리","선릉로 816","127.0398908","37.5246112","SKT"
"강남구","주요거리","선릉로 828","127.0402472","37.525842","SKT"
"강남구","주요거리","선릉로86길 38","127.0527912","37.5038166","SKT"
"강남구","주요거리","선릉역1번출구","127.0503130","37.5046560","SKT"
"강남구","주요거리","선릉역5번출구","127.0475987","37.5044788","SKT"
"강남구","주요거리","선릉역주변","127.0473759","37.50375711","SKT"
"강남구","주요거리","선릉역주변","127.0475335","37.50444242","SKT"
"강남구","주요거리","선릉역주변","127.0483869","37.50540755","SKT"
"강남구","주요거리","선릉역주변","127.0501145","37.50462014","SKT"
"강남구","주요거리","선릉역주변","127.0504000","37.5054630","SKT"
"강남구","주요거리","선릉역주변","127.0526740","37.5059090","SKT"
"강남구","주요거리","소망교회","127.0332090","37.5264330","SKT"
"강남구","주요거리","신구초","127.0254320","37.5232580","SKT"
"강남구","주요거리","신사동","127.0227814","37.5240101","SKT"
"강남구","주요거리","신사동 532-12","127.0223027","37.5232517","SKT"
"강남구","주요거리","신사동 535-19","127.0228861","37.5200036","SKT"
"강남구","주요거리","신사동 546-6","127.0229598","37.5217557","SKT"
"강남구","주요거리","신사동 558","127.0260553","37.5205444","SKT"
"강남구","주요거리","신사목련공원","127.0257990","37.5227330","SKT"
"강남구","주요거리","신사역6번출구","127.0193790","37.5176290","SKT"
"강남구","주요거리","신사역6번출구","127.0197920","37.5181930","SKT"
"강남구","주요거리","신사역7번출구","127.0201270","37.5170750","SKT"
"강남구","주요거리","신사역8번출구","127.0210210","37.5169770","SKT"
"강남구","주요거리","신사역주변","127.0208310","37.5163740","SKT"
"강남구","주요거리","신사역주변","127.0220360","37.5168940","SKT"
"강남구","주요거리","압구정동","127.0307130","37.5306420","SKT"
"강남구","주요거리","압구정동 390","127.0206782","37.526676","SKT"
"강남구","주요거리","압구정동 492","127.0408053","37.5307491","SKT"
"강남구","주요거리","압구정동 497","127.0397797","37.531255","SKT"
"강남구","주요거리","압구정동 498","127.0363114","37.5320544","SKT"
"강남구","주요거리","압구정동 505","127.0437228","37.5301241","SKT"
"강남구","주요거리","압구정동 509","127.0418415","37.5304165","SKT"
"강남구","주요거리","압구정로 204","127.0294582","37.5273934","SKT"
"강남구","주요거리","압구정로 228","127.0328333","37.5287015","SKT"
"강남구","주요거리","압구정로 342","127.0395133","37.5278456","SKT"
"강남구","주요거리","압구정로 410","127.0416753","37.527246","SKT"
"강남구","주요거리","압구정로 주변","127.033316","37.528993","SKT"
"강남구","주요거리","압구정로10길 18","127.0218102","37.5224117","SKT"
"강남구","주요거리","압구정로10길 44","127.0220585","37.5206204","SKT"
"강남구","주요거리","압구정로14길 15","127.0233984","37.523409","SKT"
"강남구","주요거리","압구정로18길 28 ","127.0242918","37.5231945","SKT"
"강남구","주요거리","압구정로79길 20","127.0488223","37.5251001","SKT"
"강남구","주요거리","압구정역2번출구","127.0287240","37.5266200","SKT"
"강남구","주요거리","압구정역4번출구","127.0281790","37.5246390","SKT"
"강남구","주요거리","압구정역5번출구","127.0265910","37.5260790","SKT"
"강남구","주요거리","앰배서더호텔","127.0349874","37.5013003","SKT"
"강남구","주요거리","양재대로29길 6","127.0824159","37.4897097","SKT"
"강남구","주요거리","양재천변","127.0474030","37.4816970","SKT"
"강남구","주요거리","양재천변","127.0493320","37.4836040","SKT"
"강남구","주요거리","양재천변","127.0636620","37.4899480","SKT"
"강남구","주요거리","양재천변","127.0700010","37.4942720","SKT"
"강남구","주요거리","양재천변","127.0724420","37.4991920","SKT"
"강남구","주요거리","양재천변","127.0735640","37.5004850","SKT"
"강남구","주요거리","양재천변","127.0745950","37.4981000","SKT"
"강남구","주요거리","언주로 872","127.0341636","37.5282597","SKT"
"강남구","주요거리","언주로 주변","127.032879","37.524367","SKT"
"강남구","주요거리","언주로 주변","127.033031","37.523042","SKT"
"강남구","주요거리","언주로 주변","127.033174","37.526466","SKT"
"강남구","주요거리","언주로 주변","127.033486","37.528502","SKT"
"강남구","주요거리","언주로 주변","127.033494","37.521853","SKT"
"강남구","주요거리","언주로 주변","127.033955","37.528434","SKT"
"강남구","주요거리","언주로 주변","127.035078","37.523127","SKT"
"강남구","주요거리","역삼동 808-3","127.0254088","37.5041793","SKT"
"강남구","주요거리","역삼세무서앞","127.0305758","37.4984400","SKT"
"강남구","주요거리","역삼역4번출구","127.0349213","37.5005961","SKT"
"강남구","주요거리","역삼역주변","127.0350011","37.50044182","SKT"
"강남구","주요거리","역삼역주변","127.0358612","37.50000054","SKT"
"강남구","주요거리","을지병원사거리","127.0283960","37.5208390","SKT"
"강남구","주요거리","일원1동 658","127.0855778","37.4914586","SKT"
"강남구","주요거리","일원동 690","127.0774436","37.4899302","SKT"
"강남구","주요거리","일원동 맛의거리","127.0824159","37.4897097","SKT"
"강남구","주요거리","일원동 맛의거리","127.0851065","37.4905227","SKT"
"강남구","주요거리","일원로 주변","127.075435","37.489606","SKT"
"강남구","주요거리","일원로 주변","127.077215","37.489267","SKT"
"강남구","주요거리","일원로 주변","127.080745","37.490842","SKT"
"강남구","주요거리","일원로9길 45","127.0851065","37.4905227","SKT"
"강남구","주요거리","일원초 정문","127.0753820","37.4895520","SKT"
"강남구","주요거리","일원초 후문","127.0771130","37.4892140","SKT"
"강남구","주요거리","제주항","127.0330300","37.5229910","SKT"
"강남구","주요거리","진선여중","127.0493250","37.5024180","SKT"
"강남구","주요거리","청담동 23-11","127.0410333","37.5196599","SKT"
"강남구","주요거리","청담동거리","127.0402600","37.5240980","SKT"
"강남구","주요거리","청담동거리","127.0429330","37.5245410","SKT"
"강남구","주요거리","청담동거리","127.0429340","37.5239000","SKT"
"강남구","주요거리","청담동거리","127.0434540","37.5263260","SKT"
"강남구","주요거리","청담동거리","127.0444110","37.5249950","SKT"
"강남구","주요거리","청담동거리","127.0459810","37.5249180","SKT"
"강남구","주요거리","청담동거리","127.0487210","37.5246040","SKT"
"강남구","주요거리","청담동거리","127.0505020","37.5248230","SKT"
"강남구","주요거리","청담패션거리","127.0390419","37.52381657","SKT"
"강남구","주요거리","청담패션거리","127.0394622","37.52468715","SKT"
"강남구","주요거리","청담패션거리","127.0397613","37.52569961","SKT"
"강남구","주요거리","청담패션거리","127.0398208","37.52499634","SKT"
"강남구","주요거리","청담패션거리","127.0401061","37.52685569","SKT"
"강남구","주요거리","청담패션거리","127.0403004","37.5264152","SKT"
"강남구","주요거리","코엑스 경제무역의거리","127.060235","37.513526","SKT"
"강남구","주요거리","코엑스 경제무역의거리","127.060958","37.512165","SKT"
"강남구","주요거리","코엑스 경제무역의거리","127.062297","37.511223","SKT"
"강남구","주요거리","코엑스 경제무역의거리","127.063015","37.509876","SKT"
"강남구","주요거리","코엑스 경제무역의거리","127.064196","37.509442","SKT"
"강남구","주요거리","코엑스아트홀앞","127.0610880","37.5118100","SKT"
"강남구","주요거리","코엑스아티움","127.0601080","37.5135870","SKT"
"강남구","주요거리","코엑스주변","127.0602430","37.5104500","SKT"
"강남구","주요거리","코엑스주변","127.0617800","37.5105350","SKT"
"강남구","주요거리","태화빌딩","127.0262830","37.5199580","SKT"
"강남구","주요거리","테일러메이드","127.0330480","37.5222140","SKT"
"강남구","주요거리","테헤란로 ","127.03518","37.501172","SKT"
"강남구","주요거리","테헤란로 ","127.036453","37.50228","SKT"
"강남구","주요거리","테헤란로64길 9","127.0515759","37.5045005","SKT"
"강남구","주요거리","테헤란로8길","127.0317130","37.4973760","SKT"
"강남구","주요거리","포스코사거리","127.0544580","37.5065940","SKT"
"강남구","주요거리","하나은행","127.0364540","37.5022440","SKT"
"강남구","주요거리","학동로 156","127.0278896","37.5128022","SKT"
"강남구","주요거리","학동로 411","127.0446616","37.5181174","SKT"
"강남구","주요거리","학동사거리","127.0389540","37.5234010","SKT"
"강남구","주요거리","한전앞","127.0622240","37.5113920","SKT"
"강남구","주요거리","호림아트센터","127.0357230","37.5223910","SKT"
"강남구","주요거리","호산병원","127.0334550","37.5284450","SKT"
"강동구","공공기관","강동구민회관","127.1411309","37.5457181","KT"
"강동구","공공기관","강동구청","127.123762","37.530127","LGU+"
"강동구","공공기관","강동구청별관","127.1239762","37.5306608","SKT"
"강동구","공공기관","강동수도사업소","127.1260331","37.5290012","상수도사업본부"
"강동구","공원","게네어린이공원","127.1269","37.52931","SKT"
"강동구","공원","고분다리공원","127.1319","37.54564","SKT"
"강동구","공원","광나루어린이공원","127.1254","37.55027","SKT"
"강동구","공원","동명그린공원","127.1646792","37.5616221","LGU+"
"강동구","공원","동명그린공원","127.1647095","37.5616726","LGU+"
"강동구","공원","동명그린공원","127.1647096","37.5616708","LGU+"
"강동구","공원","두레근린공원","127.1524","37.5585","SKT"
"강동구","공원","볕우물어린이공원","127.1359","37.55352","SKT"
"강동구","공원","보람어린이공원","127.1314","37.52501","SKT"
"강동구","공원","새장터어린이공원","127.1309","37.55203","SKT"
"강동구","공원","선사어린이공원","127.1307","37.55598","SKT"
"강동구","공원","성내천어린이공원","127.1238","37.52691","SKT"
"강동구","공원","성내하늬근린공원","127.1265","37.52983","SKT"
"강동구","공원","성내하늬근린공원","127.1269","37.52926","SKT"
"강동구","공원","염주골어린이공원","127.1456","37.5496","SKT"
"강동구","공원","일자산도시자연공원","127.151","37.533","SKT"
"강동구","공원","천일어린이공원","127.1361","37.5449","SKT"
"강동구","공원","천호3동어린이공원","127.133","37.53894","SKT"
"강동구","공원","천호공원(도서관) ","127.125678","37.543942","LGU+"
"강동구","공원","천호공원(도서관) ","127.125741","37.544059","LGU+"
"강동구","공원","한강안내센터(광나루)","127.1222229","37.54991223","서울시"
"강동구","공원","허브천문공원","127.1539533","37.5371085","SKT"
"강동구","공원","허브천문공원","127.154","37.537","SKT"
"강동구","공원","허브천문공원","127.154","37.538","SKT"
"강동구","공원","허브천문공원","127.1543259","37.5376271","SKT"
"강동구","문화시설","강동구립암사도서관","127.1333498","37.5528446","SKT"
"강동구","문화시설","강동구립해공도서관","127.1255997","37.5439721","SKT"
"강동구","문화시설","강동그린웨이가족캠프장","127.1537484","37.5360398","KT"
"강동구","문화시설","도서관 강일도서관","127.1739075","37.5650410","KT"
"강동구","문화시설","성내도서관","127.1333587","37.5328694","SKT"
"강동구","문화시설","암사동선사유적지","127.130348","37.5606377","SKT"
"강동구","문화시설","암사선사유적지","127.131","37.56","SKT"
"강동구","문화시설","암사선사유적지","127.1318501","37.5613872","SKT"
"강동구","문화시설","암사선사유적지","127.131858","37.5613765","SKT"
"강동구","문화시설","일자산제1체육관","127.1513672","37.5329816","SKT"
"강동구","보건시설","강동구 보건분소(정신보건센터)","127.1739549","37.56502032","KT"
"강동구","보건시설","강동구 보건소","127.124954","37.52926856","KT"
"강동구","복지시설","강동구 자기주도학습지원센터","127.1430412","37.5509643","KT"
"강동구","복지시설","강동구치매원센터","127.1255783","37.5292428","LGU+"
"강동구","복지시설","강동청소년수련관","127.1730098","37.5664048","SKT"
"강동구","전통시장","고덕전통시장","127.169","37.559","SKT"
"강동구","전통시장","고분다리골목시장2","127.1309312","37.5422936","SKT"
"강동구","전통시장","고분다리전통시장","127.132","37.543","SKT"
"강동구","전통시장","고분다리전통시장","127.134","37.542","SKT"
"강동구","전통시장","길동전통시장","127.143221","37.537308","LGU+"
"강동구","전통시장","길동전통시장","127.143546","37.538848","LGU+"
"강동구","전통시장","둔촌역전통시장","127.1348172","37.5280869","SKT"
"강동구","전통시장","명일골목시장 ","127.144403","37.549739","LGU+"
"강동구","전통시장","성내전통시장","127.1273393","37.5331535","SKT"
"강동구","전통시장","성내전통시장","127.127354","37.5331544","SKT"
"강동구","전통시장","암사종합시장","127.1291915","37.5518192","LGU+"
"강동구","전통시장","암사종합시장 ","127.128673","37.550121","LGU+"
"강동구","전통시장","암사종합시장 ","127.128781","37.550439","LGU+"
"강동구","전통시장","암사종합시장 ","127.128878","37.550718","LGU+"
"강동구","전통시장","암사종합시장 ","127.129014","37.551052","LGU+"
"강동구","전통시장","암사종합시장 ","127.129196","37.551286","LGU+"
"강동구","전통시장","암사종합시장 ","127.129326","37.551646","LGU+"
"강동구","전통시장","암사종합시장 ","127.129451","37.552015","LGU+"
"강동구","주민센터","고덕2동 주민센터","127.1644024","37.56048601","SKT"
"강동구","주민센터","길동 주민센터","127.1461655","37.53914261","SKT"
"강동구","주민센터","둔촌2동 주민센터","127.1419539","37.53334801","SKT"
"강동구","주민센터","명일1동 주민센터","127.145969","37.54977779","SKT"
"강동구","주민센터","명일2동 주민센터","127.1513447","37.54636142","SKT"
"강동구","주민센터","상일동 주민센터","127.1655358","37.5515848","SKT"
"강동구","주민센터","성내1동 주민센터","127.1224561","37.5303381","SKT"
"강동구","주민센터","성내2동 주민센터","127.1295442","37.53243266","SKT"
"강동구","주민센터","성내3동 주민센터","127.132936","37.52601264","SKT"
"강동구","주민센터","암사1동주민센터","127.1326724","37.55152699","SKT"
"강동구","주민센터","암사2동 주민센터","127.1272327","37.55170642","SKT"
"강동구","주민센터","천호1동 주민센터","127.1368183","37.5450387","SKT"
"강동구","주민센터","천호2동 주민센터","127.1254166","37.5433935","SKT"
"강동구","주민센터","천호3동 주민센터","127.1298693","37.53980992","SKT"
"강동구","주요거리","강동구 문화의거리 ","127.122686","37.529187","LGU+"
"강동구","주요거리","강동문화의거리","127.1224746","37.5291800","LGU+"
"강동구","주요거리","강풀만화거리","127.13","37.53469","SKT"
"강북구","공공기관","강북구 구의회","127.0140451","37.6406664","강북구"
"강북구","공공기관","강북구도시관리공단","127.0361836","37.6253908","LGU+"
"강북구","공공기관","강북구청","127.0254820","37.6397480","강북구"
"강북구","공공기관","강북구청 민원여권과","127.0254820","37.6397480","SKT"
"강북구","공공기관","강북우체국","127.0281149","37.6240798","KT"
"강북구","공공기관","고용노동부(번동)","127.0342692","37.6348418","KT"
"강북구","공공기관","국민체육진흥공단 강북지점","127.0237702","37.6353388","KT"
"강북구","공공기관","미아동복합청사","127.0269528","37.6271032","강북구"
"강북구","공공기관","북부수도사업소","127.0361264","37.6341540","상수도사업본부"
"강북구","공공기관","북서울꿈의숲","127.0429886","37.62036762","서울시"
"강북구","공원","논골어린이공원","127.0281264","37.638331","LGU+"
"강북구","공원","논골어린이공원","127.028192","37.6383493","LGU+"
"강북구","공원","미루나무어린이공원","127.0243829","37.6405963","LGU+"
"강북구","공원","미루나무어린이공원","127.0245189","37.6406041","LGU+"
"강북구","공원","버드나무어린이공원","127.0344369","37.6338566","LGU+"
"강북구","공원","버드나무어린이공원","127.0346586","37.6337556","LGU+"
"강북구","공원","번남어린이공원","127.0249892","37.6358154","LGU+"
"강북구","공원","번남어린이공원","127.0250178","37.6357677","LGU+"
"강북구","공원","벌리어린이공원","127.0443356","37.6275651","LGU+"
"강북구","공원","벌리어린이공원","127.0444271","37.6274285","LGU+"
"강북구","공원","벌말어린이공원","127.0397094","37.6298032","LGU+"
"강북구","공원","벌말어린이공원","127.0399643","37.6298132","LGU+"
"강북구","공원","북서울꿈의숲","127.04299","37.62036762","서울시"
"강북구","공원","삼각산공원","127.0171537","37.6306099","LGU+"
"강북구","공원","삼각산공원","127.0171597","37.6305603","LGU+"
"강북구","공원","삼양마을공원","127.0206991","37.6332141","SKT"
"강북구","공원","삼양체육과학공원","127.0108939","37.6251007","SKT"
"강북구","공원","샛강어린이공원","127.0330089","37.6393648","SKT"
"강북구","공원","솔밭근린공원","127.0116241","37.6523310","LGU+"
"강북구","공원","솔밭근린공원","127.0122541","37.6530018","강북구"
"강북구","공원","솔밭근린공원 ","127.01146","37.653226","LGU+"
"강북구","공원","솔밭근린공원 ","127.011788","37.651812","LGU+"
"강북구","공원","솔밭근린공원 ","127.012213","37.652965","LGU+"
"강북구","공원","솔밭근린공원 ","127.01223","37.653587","LGU+"
"강북구","공원","솔밭근린공원 ","127.012236","37.652127","LGU+"
"강북구","공원","솔샘어린이공원1","127.026983","37.6180913","LGU+"
"강북구","공원","솔샘어린이공원1","127.027074","37.6180331","LGU+"
"강북구","공원","오동근린공원","127.0375","37.62986","SKT"
"강북구","공원","오동근린공원","127.038","37.62965","SKT"
"강북구","공원","오패어린이공원","127.0323247","37.6223533","SKT"
"강북구","공원","오현어린이공원","127.0464498","37.6237112","SKT"
"강북구","공원","우이동만남의광장","127.0077656","37.6619509","SKT"
"강북구","공원","운산어린이공원","127.0255954","37.632098","SKT"
"강북구","공원","응달마을어린이공원","127.0241376","37.6182782","LGU+"
